Name,Quantity,Unit,Location,Price,Last Updated,Notes
25mL recovery flasks,4.00,,SB-14,0,,
"4"" drying tube",1.00,,SB-14,0,,
"4.5"" connector tube w/ glass hangers",1.00,,SB-14,0,,
"5"" tube w/ wide ends",2.00,,SB-14,0,,
"5.5"" test tube w/ special opening",2.00,,SB-14,0,,
50mL graduated cylinder,1.00,,SB-14,0,,
50mL Round flask,1.00,,SB-14,0,,
"7.5"" test tube w/ special opening",2.00,,SB-14,0,,
elbow tube w/ half inner tube and 1 branch,1.00,,SB-14,0,,
glass connector to nozel,1.00,,SB-14,0,,
glass stoppers (various),15.00,,SB-14,0,,
"mostly inside out, one opening, one branch",1.00,,SB-14,0,,
"mostly inside out, one opening, one branch",1.00,,SB-14,0,,
Plastic caps,11.00,,SB-14,0,,
small glass stoppers,7.00,,SB-14,0,,
test tube w/ elbow shaped branch,1.00,,SB-14,0,,
tube w/ 3 side openings and plastic connectors,1.00,,SB-14,0,,
vigreux column,2.00,,SB-14,0,,
"500mL round bottom flasks, Pyrex",27.00,,SB-15,0,,
125mL Side arm flask,1.00,,SB-16,0,,
250mL Erlenmeyer flask,3.00,,SB-16,0,,
500mL Erlenmeyer flask,22.00,,SB-16,0,,
600L Erlenmeyer flask with side hole,2.00,,SB-16,0,,
Test Tubes (9mL Pyrex & 78mL Kimax),several,,SB-17,0,,
"Deuterium lamp, type L544-01 (""no good"")",4.00,,SB-18,0,,
fluorescent light apparatus with 2 ballasts,1.00,,SB-18,0,,
Lamp power supply,1.00,,SB-18,0,,
Melting Pots,about,9,SB-19,0,,
125 mL Bulb Flask flat bottom,1.00,,SB-20,0,,
500 mL Bulb Flask 24/40 round bottomed,1.00,,SB-20,0,,
500 mL Erlenmeyer Flask Graduated,1.00,,SB-20,0,,
500 mL Erlenmeyer Flask graduated side nozzle,3.00,,SB-20,0,,
500 mL Erlenmeyer Flask graduated side nozzle black rubber stopper,1.00,,SB-20,0,,
500 mL Erlenmeyer Flask Unraduated,2.00,,SB-20,0,,
Bulbous glass pipe object,1.00,,SB-20,0,,
Heart-shaped-like glass apparatus (3 pipes),1.00,,SB-20,0,,
L-shapted 2 way glass pipe 24/42,1.00,,SB-20,0,,
T-shaped 3 way glass pipe 24/40,1.00,,SB-20,0,,
Unknown volume Bulb Flask flat bottom florence flask?,1.00,,SB-20,0,,
Various small glass cylinder pipes,15.00,,SB-20,0,,
Various small glass plugs,3.00,,SB-20 F26,0,,
Elbow Connector,5.00,,SB-21,0,,
Elbow Connector,5.00,,SB-21,0,,
Pear shaped flask,2.00,,SB-21,0,,
Pear shaped flask,2.00,,SB-21,0,,
"""Inter-joint"" 24/40",1.00,,SB-22,0,,
"0.125"" Diameter  T-shape tiny pipes",7.00,,SB-22,0,,
29/42 to 10 connector,1.00,,SB-22,0,,
Bottle-like long glass tube w/ threaded top and Iodine label,1.00,,SB-22,0,,
Bulb 30mL w/ long neck,1.00,,SB-22,0,,
"Conical 5"" long pipe with mutated point",1.00,,SB-22,0,,
Connector piece with bulb opening,1.00,,SB-22,0,,
Connector pieces with ribbed openings large size,3.00,,SB-22,0,,
Connector pieces with ribbed openings small size,1.00,,SB-22,0,,
Fat linear glass pipe 29/40 to 45/50,1.00,,SB-22,0,,
Glass apparatus w/ 3 glass pipe sections jetting out in different directions,1.00,,SB-22,0,,
"Glass bottle 5"" w/ round bottom and threaded top",1.00,,SB-22,0,,
"Glass bottle 5"" w/ round bottom and threaded top",1.00,,SB-22,0,,
"Glass pipe 4"" long with bulbous area and nozzel",1.00,,SB-22,0,,
"Glass pipe 5"" w/ 3"" smaller pipe inside",1.00,,SB-22,0,,
Half plastic/half glass tubing wuith disk chamber at end of glass half,1.00,,SB-22,0,,
Hooked straight connector w/ 1 small opening,1.00,,SB-22,0,,
H-shaped distillation pipe 14/22,1.00,,SB-22,0,,
H-shaped distillation pipe 24/40,3.00,,SB-22,0,,
Italic T-shape pipe 29/40,1.00,,SB-22,0,,
JA-3990 Adapter 3-arm italic T-shape pipe 24/40,1.00,,SB-22,0,,
Large glass pipe end piece w/ lip,1.00,,SB-22,0,,
Large test tube w/ side arm,1.00,,SB-22,0,,
L-bend distillation pipe 24/40 w/ 1 connector joint,1.00,,SB-22,0,,
L-bend distillation pipe 29/42,2.00,,SB-22,0,,
"Linear glass pipe 8"" with ""SO CCM"" label",1.00,,SB-22,0,,
Long hooked pipe 19/22,1.00,,SB-22,0,,
Long thin tube with one closed end,1.00,,SB-22,0,,
Long thin tube with square chamber and round opening on one end,1.00,,SB-22,0,,
L-shape pipe with different openings 29/42,1.00,,SB-22,0,,
L-shaped distillation connector pipe 24/40,1.00,,SB-22,0,,
L-shaped distillation pipe 14/22 w/ side arm,1.00,,SB-22,0,,
L-shaped distillation pipe 24/40 w/ side arm,1.00,,SB-22,0,,
L-shaped pipe w/ large and small openings,1.00,,SB-22,0,,
Medium female/large male distillation pipe connector,,,SB-22,0,,
Medium female/medium male distillation pipe connector,1.00,,SB-22,0,,
Multi-chamber distillation pipe 14/10 w/ slight L-bend,1.00,,SB-22,0,,
Pipe shape connector 29/40 with small diagonal cut opening,1.00,,SB-22,0,,
Small female/small male distillation pipe connector,1.00,,SB-22,0,,
Straight distillation pipe 24/40,1.00,,SB-22,0,,
Straight distillation pipe 24/40 w/ 1 connector joint,1.00,,SB-22,0,,
Straight distillation pipe 24/40 w/ side arm,1.00,,SB-22,0,,
Straight distillation pipe 24/42 w/ side arm and bulb on top,1.00,,SB-22,0,,
Straight distillation pipe 29/42 w/ side arm,1.00,,SB-22,0,,
Straight distillation pipe 34/45,2.00,,SB-22,0,,
T-shaped distillation connector pipe 24/40 x2 + 10/30 x1 openings,1.00,,SB-22,0,,
U-shaped glass pipe,1.00,,SB-22,0,,
Glass Stoppers,3.00,,SB-22 F26,0,,
250mL Erlenmeyer flask,12.00,,SB-23,0,,
250mL Volumetric flask,3.00,,SB-23,0,,
500mL Erlenmeyer flask,7.00,,SB-23,0,,
Erlenmeyer flask 1000mL,5.00,,SB-23,0,,
Brass fitting AD-180MBR-4FNPT,,,Thermometer Rack,0,,
thermometers,16.00,,Thermometer rack,0,,
digital thermometer,9.00,,thermometer shelves,0,,
plastic drawstring bags,,,under low desk,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
0,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
,,,,0,,
